Experiment,1
Plot title,C (ID = 10)

Number of,182
plots

Number of,2001
points

Time, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
0,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008,31.3008
0.1,32.5927,32.4629,32.3518,32.182,32.1116,31.9593,31.9251,31.8919,31.8202,31.7766,31.7651,31.7552,31.7405,31.7188,31.716,31.707,31.6997,31.7002,31.7008,31.7011,31.702,31.7022,31.7034,31.7044,31.7047,31.7052,31.7055,31.7068,31.7075,31.7082,31.7084,31.7091,31.71,31.7102,31.7104,31.7116,31.7118,31.712,31.7125,31.7132,31.7134,31.7145,31.7147,31.715,31.7152,31.7156,31.7159,31.7163,31.7168,31.7172,31.7173,31.7178,31.7179,31.7182,31.7186,31.7188,31.7194,31.7195,31.7201,31.7202,31.7203,31.7205,31.7205,31.7209,31.7212,31.7214,31.7215,31.7217,31.722,31.7221,31.7222,31.7225,31.7227,31.7227,31.7229,31.7233,31.7234,31.7235,31.7235,31.7236,31.7237,31.7239,31.724,31.7241,31.7243,31.7244,31.7246,31.7246,31.7246,31.7247,31.7248,31.7248,31.7249,31.725,31.7251,31.7251,31.7251,31.7253,31.7254,31.7254,31.7255,31.7255,31.7256,31.7257,31.7257,31.7258,31.7258,31.7259,31.726,31.726,31.726,31.726,31.726,31.7261,31.7261,31.7262,31.7262,31.7263,31.7263,31.7263,31.7264,31.7264,31.7264,31.7264,31.7264,31.7265,31.7265,31.7265,31.7265,31.7266,31.7266,31.7267,31.7268,31.7269,31.7267,31.7271,31.7271,31.7271,31.7271,31.7271,31.7271,31.7271,31.7271,31.7271,31.7271,31.7271,31.7271,31.7271,31.7271,31.7271,31.7271,31.7271,31.7271,31.7271,31.7271,31.7271,31.7271,31.7271,31.7271,31.7271,31.7271,31.7271,31.7271,31.7271,31.7271,31.7271,31.7271,31.7271,31.7271,31.7271,31.7271,31.7271,31.7271,31.7271,31.7271,31.7271,31.7271,31.7271,31.7271,31.7271,31.7271,31.7271
0.2,33.8937,33.6337,33.4112,33.0709,32.9295,32.6237,32.5548,32.488,32.3437,32.2554,32.2322,32.212,32.1821,32.1377,32.132,32.1135,32.0985,32.0995,32.1004,32.1009,32.1025,32.103,32.1051,32.1071,32.1077,32.1087,32.1092,32.1117,32.1131,32.1145,32.115,32.1164,32.1181,32.1185,32.119,32.1214,32.1218,32.1222,32.1233,32.1247,32.1251,32.1275,32.1278,32.1284,32.1287,32.1296,32.1302,32.131,32.1321,32.1329,32.1331,32.1341,32.1344,32.1351,32.1357,32.1362,32.1374,32.1376,32.1389,32.1391,32.1393,32.1396,32.1398,32.1404,32.1411,32.1415,32.1418,32.1421,32.1428,32.1429,32.1433,32.1439,32.1441,32.1442,32.1447,32.1455,32.1456,32.1458,32.1459,32.1461,32.1463,32.1466,32.1468,32.1471,32.1476,32.1478,32.1481,32.1481,32.1481,32.1483,32.1485,32.1486,32.1486,32.149,32.1491,32.1492,32.1492,32.1495,32.1498,32.1498,32.1499,32.15,32.1501,32.1503,32.1504,32.1505,32.1506,32.1507,32.1509,32.151,32.151,32.1511,32.1511,32.1512,32.1512,32.1514,32.1514,32.1516,32.1516,32.1517,32.1517,32.1518,32.1518,32.1518,32.1519,32.152,32.152,32.1521,32.1521,32.1522,32.1523,32.1525,32.1526,32.1527,32.1524,32.1533,32.1533,32.1533,32.1533,32.1533,32.1533,32.1533,32.1533,32.1533,32.1533,32.1533,32.1533,32.1533,32.1533,32.1533,32.1533,32.1533,32.1533,32.1533,32.1533,32.1533,32.1533,32.1533,32.1533,32.1533,32.1533,32.1533,32.1533,32.1533,32.1533,32.1533,32.1533,32.1533,32.1533,32.1533,32.1533,32.1533,32.1533,32.1533,32.1533,32.1533,32.1533,32.1533,32.1533,32.1533,32.1533,32.1533
0.3,35.2036,34.8131,34.4789,33.9672,33.7546,33.2939,33.19,33.0892,32.871,32.7372,32.7018,32.6712,32.6255,32.5574,32.5486,32.5203,32.4973,32.4984,32.4996,32.5003,32.5023,32.503,32.5059,32.5088,32.5095,32.511,32.5118,32.5154,32.5176,32.5197,32.5204,32.5225,32.5251,32.5258,32.5264,32.5301,32.5307,32.5313,32.533,32.5352,32.5358,32.5394,32.5399,32.5408,32.5413,32.5427,32.5436,32.5449,32.5466,32.5478,32.5482,32.5497,32.55,32.5511,32.5521,32.5528,32.5547,32.555,32.557,32.5573,32.5576,32.5581,32.5584,32.5594,32.5604,32.561,32.5615,32.5619,32.563,32.5632,32.5638,32.5647,32.5651,32.5652,32.5659,32.5672,32.5673,32.5676,32.5678,32.5682,32.5685,32.5689,32.5692,32.5697,32.5704,32.5707,32.5712,32.5711,32.5712,32.5715,32.5718,32.5719,32.572,32.5726,32.5727,32.5729,32.5729,32.5733,32.5738,32.5738,32.574,32.5741,32.5743,32.5746,32.5748,32.5749,32.575,32.5752,32.5756,32.5756,32.5757,32.5758,32.5758,32.5759,32.576,32.5763,32.5763,32.5766,32.5766,32.5767,32.5768,32.5769,32.5769,32.577,32.577,32.5772,32.5773,32.5773,32.5774,32.5775,32.5777,32.5779,32.5781,32.5783,32.5778,32.5792,32.5792,32.5792,32.5792,32.5792,32.5792,32.5792,32.5792,32.5792,32.5792,32.5792,32.5792,32.5792,32.5792,32.5792,32.5792,32.5792,32.5792,32.5792,32.5792,32.5792,32.5792,32.5792,32.5792,32.5792,32.5792,32.5792,32.5792,32.5792,32.5792,32.5792,32.5792,32.5792,32.5792,32.5792,32.5792,32.5792,32.5792,32.5792,32.5792,32.5792,32.5792,32.5792,32.5792,32.5792,32.5792,32.5792
0.4,36.5221,36.001,35.5547,34.8709,34.5866,33.9699,33.8305,33.6953,33.4021,33.2217,33.174,33.1327,33.0707,32.9778,32.9657,32.9271,32.8959,32.897,32.8982,32.8989,32.9013,32.9021,32.9056,32.9092,32.9102,32.9121,32.9131,32.9179,32.9207,32.9235,32.9245,32.9272,32.9308,32.9317,32.9325,32.9376,32.9384,32.9392,32.9416,32.9446,32.9453,32.9502,32.9509,32.9522,32.9529,32.9548,32.956,32.9578,32.96,32.9617,32.9622,32.9643,32.9648,32.9662,32.9676,32.9686,32.9712,32.9716,32.9743,32.9747,32.9751,32.9758,32.9762,32.9776,32.9789,32.9798,32.9805,32.9811,32.9825,32.9828,32.9836,32.9849,32.9853,32.9856,32.9865,32.9882,32.9885,32.9888,32.989,32.9896,32.99,32.9905,32.9911,32.9917,32.9927,32.9931,32.9937,32.9937,32.9938,32.9942,32.9946,32.9947,32.9949,32.9957,32.9958,32.996,32.9961,32.9967,32.9972,32.9973,32.9976,32.9977,32.9981,32.9984,32.9986,32.9988,32.999,32.9993,32.9997,32.9998,32.9999,33,33.0001,33.0002,33.0003,33.0007,33.0008,33.0011,33.0012,33.0013,33.0014,33.0016,33.0016,33.0016,33.0018,33.0019,33.0021,33.0021,33.0022,33.0024,33.0026,33.0029,33.0032,33.0035,33.0028,33.0046,33.0046,33.0047,33.0046,33.0047,33.0047,33.0047,33.0047,33.0047,33.0047,33.0047,33.0047,33.0047,33.0047,33.0047,33.0047,33.0047,33.0047,33.0047,33.0047,33.0047,33.0047,33.0047,33.0047,33.0047,33.0047,33.0047,33.0047,33.0047,33.0047,33.0047,33.0047,33.0047,33.0047,33.0047,33.0047,33.0047,33.0047,33.0047,33.0047,33.0047,33.0047,33.0047,33.0047,33.0047,33.0047,33.0047
0.5,37.8492,37.1971,36.6385,35.7818,35.4255,34.6515,34.4761,34.3063,33.937,33.709,33.6486,33.5963,33.5176,33.3988,33.3833,33.3341,33.2942,33.295,33.2961,33.2968,33.2992,33.3002,33.3041,33.3083,33.3095,33.3118,33.313,33.3189,33.3224,33.3259,33.3271,33.3306,33.3351,33.3362,33.3373,33.3437,33.3447,33.3457,33.3487,33.3526,33.3535,33.3598,33.3606,33.3623,33.3632,33.3656,33.3671,33.3695,33.3723,33.3745,33.3751,33.3778,33.3784,33.3803,33.3821,33.3833,33.3866,33.3872,33.3907,33.3912,33.3917,33.3926,33.3931,33.3949,33.3965,33.3978,33.3985,33.3993,33.4011,33.4015,33.4025,33.4042,33.4048,33.4051,33.4063,33.4085,33.4088,33.4093,33.4096,33.4103,33.4108,33.4115,33.4122,33.413,33.4142,33.4148,33.4155,33.4155,33.4157,33.4162,33.4167,33.4169,33.4171,33.4181,33.4183,33.4186,33.4187,33.4194,33.4201,33.4202,33.4206,33.4207,33.4211,33.4216,33.4219,33.4221,33.4223,33.4227,33.4233,33.4234,33.4235,33.4236,33.4237,33.4239,33.4241,33.4246,33.4246,33.4251,33.4251,33.4253,33.4255,33.4257,33.4257,33.4257,33.4259,33.4261,33.4263,33.4264,33.4264,33.4267,33.427,33.4274,33.4277,33.4281,33.4272,33.4295,33.4295,33.4296,33.4296,33.4296,33.4296,33.4296,33.4296,33.4296,33.4296,33.4296,33.4296,33.4296,33.4296,33.4297,33.4297,33.4297,33.4297,33.4297,33.4297,33.4297,33.4297,33.4297,33.4297,33.4297,33.4297,33.4297,33.4297,33.4297,33.4297,33.4297,33.4297,33.4297,33.4297,33.4297,33.4296,33.4296,33.4296,33.4296,33.4296,33.4296,33.4296,33.4296,33.4296,33.4296,33.4296,33.4296
0.6,39.1845,38.4014,37.73,36.6997,36.271,35.3386,35.1269,34.9219,34.4754,34.1989,34.1256,34.062,33.966,33.8204,33.8013,33.7409,33.6921,33.6924,33.6932,33.6938,33.6961,33.6971,33.7012,33.706,33.7073,33.71,33.7114,33.7183,33.7225,33.7266,33.7281,33.7323,33.7377,33.7391,33.7404,33.7482,33.7494,33.7507,33.7544,33.7591,33.7603,33.7679,33.7689,33.7711,33.7721,33.7751,33.777,33.7798,33.7833,33.786,33.7868,33.79,33.7908,33.7932,33.7953,33.7968,33.8009,33.8016,33.806,33.8066,33.8072,33.8083,33.8089,33.8111,33.8132,33.8147,33.8156,33.8166,33.8188,33.8193,33.8206,33.8226,33.8234,33.8237,33.8252,33.828,33.8283,33.8289,33.8292,33.8302,33.8307,33.8316,33.8324,33.8335,33.835,33.8357,33.8366,33.8366,33.8368,33.8374,33.838,33.8382,33.8384,33.8397,33.8399,33.8403,33.8404,33.8413,33.8422,33.8424,33.8428,33.8429,33.8435,33.844,33.8444,33.8446,33.845,33.8454,33.8462,33.8463,33.8464,33.8465,33.8466,33.8469,33.8471,33.8477,33.8478,33.8483,33.8484,33.8486,33.8488,33.8491,33.8491,33.8491,33.8493,33.8496,33.8499,33.8499,33.85,33.8503,33.8507,33.8512,33.8515,33.8521,33.851,33.8537,33.8538,33.8538,33.8538,33.8538,33.8538,33.8539,33.8539,33.8539,33.8539,33.8539,33.8539,33.8539,33.8539,33.8539,33.854,33.8539,33.8539,33.854,33.854,33.854,33.854,33.854,33.854,33.854,33.854,33.854,33.854,33.854,33.8539,33.8539,33.8539,33.8539,33.8539,33.8539,33.8539,33.8539,33.8539,33.8539,33.8539,33.8539,33.8539,33.8539,33.8538,33.8538,33.8538,33.8538
0.7,40.528,39.6135,38.8292,37.6246,37.1231,36.031,35.7826,35.5421,35.0174,34.6914,34.6048,34.5296,34.4158,34.2423,34.2194,34.1475,34.0894,34.0891,34.0893,34.0898,34.0918,34.0927,34.0969,34.1021,34.1036,34.1066,34.1081,34.1159,34.1208,34.1256,34.1273,34.1322,34.1386,34.1402,34.1418,34.151,34.1525,34.154,34.1584,34.1639,34.1654,34.1745,34.1757,34.1782,34.1795,34.183,34.1853,34.1887,34.1929,34.1961,34.197,34.2009,34.2019,34.2047,34.2073,34.2091,34.214,34.2148,34.22,34.2207,34.2214,34.2228,34.2235,34.2261,34.2286,34.2304,34.2315,34.2327,34.2354,34.236,34.2375,34.2399,34.2408,34.2413,34.2431,34.2463,34.2467,34.2475,34.2479,34.249,34.2497,34.2507,34.2517,34.253,34.2547,34.2556,34.2566,34.2566,34.2569,34.2577,34.2584,34.2586,34.2589,34.2605,34.2607,34.2611,34.2613,34.2623,34.2634,34.2636,34.2641,34.2643,34.2649,34.2655,34.266,34.2663,34.2667,34.2672,34.2681,34.2682,34.2684,34.2686,34.2687,34.269,34.2693,34.27,34.2701,34.2707,34.2708,34.2711,34.2713,34.2716,34.2717,34.2717,34.2719,34.2723,34.2726,34.2726,34.2728,34.2731,34.2736,34.2741,34.2745,34.2752,34.2739,34.2771,34.2772,34.2772,34.2772,34.2772,34.2772,34.2773,34.2773,34.2773,34.2773,34.2773,34.2773,34.2774,34.2774,34.2774,34.2774,34.2774,34.2774,34.2774,34.2774,34.2774,34.2774,34.2774,34.2774,34.2774,34.2774,34.2774,34.2774,34.2774,34.2774,34.2774,34.2774,34.2774,34.2774,34.2774,34.2774,34.2774,34.2773,34.2773,34.2773,34.2773,34.2773,34.2773,34.2773,34.2773,34.2772,34.2772
0.8,41.8793,40.8333,39.9359,38.5562,37.9817,36.7288,36.4432,36.1668,35.5628,35.1862,35.0862,34.9991,34.867,34.6645,34.6377,34.5538,34.4861,34.4849,34.4844,34.4847,34.4861,34.4869,34.491,34.4964,34.498,34.5013,34.5029,34.5117,34.5172,34.5227,34.5247,34.5303,34.5377,34.5395,34.5413,34.552,34.5537,34.5555,34.5606,34.567,34.5687,34.5794,34.5808,34.5837,34.5852,34.5894,34.592,34.596,34.6009,34.6046,34.6057,34.6103,34.6115,34.6147,34.6177,34.6199,34.6256,34.6265,34.6327,34.6335,34.6343,34.636,34.6367,34.6398,34.6427,34.6449,34.6462,34.6475,34.6507,34.6514,34.6532,34.656,34.6571,34.6576,34.6597,34.6635,34.664,34.6649,34.6653,34.6666,34.6674,34.6687,34.6698,34.6713,34.6734,34.6744,34.6756,34.6756,34.6759,34.6768,34.6777,34.678,34.6783,34.6801,34.6804,34.6808,34.6811,34.6823,34.6836,34.6838,34.6844,34.6846,34.6854,34.6861,34.6866,34.6869,34.6874,34.6881,34.6891,34.6892,34.6894,34.6897,34.6898,34.6902,34.6904,34.6913,34.6914,34.6922,34.6923,34.6926,34.6929,34.6932,34.6933,34.6933,34.6936,34.694,34.6943,34.6944,34.6945,34.695,34.6955,34.6961,34.6966,34.6974,34.6959,34.6996,34.6996,34.6997,34.6997,34.6997,34.6997,34.6998,34.6998,34.6998,34.6998,34.6999,34.6998,34.6999,34.6999,34.6999,34.7,34.6999,34.6999,34.7,34.7,34.7,34.7,34.7,34.7,34.7,34.7,34.7,34.7,34.7,34.6999,34.6999,34.6999,34.6999,34.6999,34.6999,34.6999,34.6999,34.6999,34.6998,34.6998,34.6998,34.6998,34.6998,34.6997,34.6997,34.6997,34.6997
0.9,43.2383,42.0606,41.0498,39.4945,38.8465,37.4316,37.1085,36.7959,36.1115,35.6834,35.5696,35.4704,35.3195,35.087,35.0561,34.9597,34.882,34.8797,34.8784,34.8782,34.879,34.8796,34.8834,34.8889,34.8906,34.8941,34.8959,34.9055,34.9116,34.9178,34.92,34.9263,34.9347,34.9368,34.9388,34.951,34.953,34.955,34.9608,34.9682,34.9701,34.9824,34.984,34.9874,34.9891,34.9939,34.9969,35.0015,35.0071,35.0114,35.0127,35.018,35.0193,35.0231,35.0265,35.029,35.0356,35.0367,35.0438,35.0448,35.0457,35.0476,35.0484,35.0521,35.0554,35.0579,35.0594,35.0609,35.0647,35.0654,35.0675,35.0707,35.072,35.0726,35.075,35.0794,35.08,35.081,35.0815,35.083,35.0839,35.0854,35.0867,35.0884,35.0908,35.0919,35.0934,35.0934,35.0938,35.0948,35.0958,35.0961,35.0964,35.0986,35.0988,35.0994,35.0997,35.101,35.1026,35.1028,35.1035,35.1037,35.1046,35.1055,35.1061,35.1065,35.107,35.1078,35.109,35.1091,35.1093,35.1096,35.1098,35.1102,35.1105,35.1115,35.1116,35.1125,35.1126,35.1129,35.1133,35.1137,35.1138,35.1138,35.1141,35.1146,35.115,35.1151,35.1152,35.1157,35.1164,35.1171,35.1176,35.1185,35.1168,35.1209,35.121,35.1211,35.1211,35.1211,35.1211,35.1212,35.1212,35.1212,35.1213,35.1213,35.1213,35.1213,35.1213,35.1214,35.1214,35.1214,35.1214,35.1214,35.1214,35.1214,35.1215,35.1215,35.1215,35.1214,35.1214,35.1214,35.1214,35.1214,35.1214,35.1214,35.1214,35.1214,35.1214,35.1213,35.1213,35.1213,35.1213,35.1212,35.1212,35.1212,35.1212,35.1212,35.1211,35.1211,35.1211,35.1211
